"ShipmentID";"SPID";"PID";"GID";"Shipdate";"Amount";"Boxes";"Order_Status"
"S00002260";"SP01";"P07";"G3";"2024-01-05";2696;225;"Delivered"
"S00002261";"SP01";"P07";"G4";"2023-01-17";5756;320;"Delivered"
"S00002271";"SP01";"P17";"G1";"2024-02-05";702;31;"Delivered"
"S00002279";"SP01";"P17";"G5";"2024-10-24";13421;611;"Delivered"
"S00002287";"SP01";"P17";"G2";"2023-04-20";7666;295;"Delivered"
"S00002291";"SP01";"P17";"G4";"2024-07-05";12092;448;"Cancelled"
"S00002299";"SP01";"P17";"G1";"2024-12-17";1224;54;"Delivered"
"S00002300";"SP01";"P17";"G2";"2024-02-08";4457;154;"Delivered"
"S00002305";"SP01";"P17";"G4";"2024-02-12";9518;329;"Delivered"
"S00002312";"SP01";"P17";"G1";"2023-05-04";10825;493;"Delivered"
"S00002315";"SP01";"P17";"G2";"2024-08-22";3582;128;"Delivered"
"S00002321";"SP01";"P17";"G5";"2024-07-29";3987;154;"Delivered"
"S00002324";"SP01";"P17";"G1";"2023-12-13";369;16;"Delivered"
"S00002325";"SP01";"P17";"G1";"2024-09-10";5162;192;"Delivered"
"S00002328";"SP01";"P17";"G2";"2025-03-20";1440;50;"Placed"
"S00002334";"SP01";"P17";"G5";"2024-11-20";8170;341;"Delivered"
"S00002339";"SP01";"P08";"G1";"2023-06-06";4208;324;"Delivered"
"S00002343";"SP01";"P08";"G2";"2023-02-03";164;11;"Delivered"
"S00002344";"SP01";"P08";"G3";"2024-05-07";5870;588;"Delivered"
"S00002351";"SP01";"P08";"G6";"2023-07-11";11696;836;"Delivered"
"S00002352";"SP01";"P08";"G1";"2023-09-01";6953;633;"Delivered"
"S00002360";"SP01";"P08";"G4";"2025-02-17";10485;749;"Shipped"
"S00002362";"SP01";"P08";"G5";"2023-05-25";3546;323;"Delivered"
"S00002363";"SP01";"P08";"G5";"2023-04-11";1310;146;"Delivered"
"S00002368";"SP01";"P08";"G1";"2024-09-04";10132;724;"Delivered"
"S00002374";"SP01";"P08";"G4";"2024-01-04";4982;499;"Delivered"
"S00002380";"SP01";"P08";"G1";"2023-10-05";419;35;"Delivered"
"S00002383";"SP01";"P08";"G1";"2023-10-17";9425;1048;"Cancelled"
"S00002386";"SP01";"P08";"G3";"2024-07-31";4237;283;"Delivered"
"S00002394";"SP01";"P08";"G1";"2025-01-10";2441;153;"Shipped"
"S00002395";"SP01";"P08";"G1";"2024-06-05";639;43;"Delivered"
"S00002406";"SP01";"P08";"G5";"2024-08-12";11327;944;"Delivered"
"S00002408";"SP01";"P08";"G1";"2024-11-28";4997;313;"Delivered"
"S00002419";"SP01";"P08";"G5";"2025-01-13";9266;927;"Shipped"
"S00002436";"SP01";"P13";"G1";"2025-03-21";12688;1154;"Placed"
"S00002446";"SP01";"P13";"G5";"2024-12-26";1958;245;"Delivered"
"S00002457";"SP01";"P13";"G4";"2023-07-18";5812;646;"Delivered"
"S00002462";"SP01";"P13";"G5";"2023-06-13";8192;820;"Delivered"
"S00002478";"SP01";"P02";"G1";"2024-07-01";5947;496;"Delivered"
"S00002484";"SP01";"P02";"G3";"2025-01-23";4808;321;"Shipped"
"S00002492";"SP01";"P02";"G1";"2024-10-02";6458;431;"Delivered"
"S00002496";"SP01";"P02";"G2";"2023-06-02";16646;1281;"Delivered"
"S00002501";"SP01";"P02";"G4";"2023-10-26";5913;740;"Delivered"
"S00002508";"SP01";"P20";"G1";"2025-01-15";527;41;"Shipped"
"S00002510";"SP01";"P20";"G2";"2025-01-02";4133;517;"Shipped"
"S00002513";"SP01";"P20";"G4";"2024-11-26";2639;440;"Delivered"
"S00002515";"SP01";"P20";"G4";"2023-08-18";380;43;"Delivered"
"S00002520";"SP01";"P20";"G1";"2023-01-13";9596;1600;"Delivered"
"S00002530";"SP01";"P20";"G5";"2024-09-06";7056;1176;"Delivered"
"S00002535";"SP01";"P20";"G1";"2023-01-16";2039;157;"Delivered"
"S00002540";"SP01";"P20";"G3";"2025-01-08";614;103;"Shipped"
"S00002553";"SP01";"P20";"G2";"2023-02-09";2414;220;"Delivered"
"S00002564";"SP01";"P20";"G1";"2023-11-20";581;83;"Delivered"
"S00002567";"SP01";"P20";"G2";"2024-12-23";2025;254;"Delivered"
"S00002569";"SP01";"P20";"G4";"2023-01-19";2453;205;"Delivered"
"S00002570";"SP01";"P20";"G4";"2024-12-17";5895;843;"Delivered"
"S00002581";"SP01";"P20";"G2";"2024-01-09";5839;649;"Delivered"
"S00002588";"SP01";"P20";"G5";"2025-01-29";13140;1643;"Shipped"
"S00002600";"SP01";"P09";"G5";"2023-11-17";5231;276;"Delivered"
"S00002611";"SP01";"P09";"G4";"2023-10-20";3238;180;"Delivered"
"S00002616";"SP01";"P09";"G5";"2023-12-06";7002;412;"Delivered"
"S00002619";"SP01";"P09";"G1";"2024-06-28";6458;340;"Delivered"
"S00002623";"SP01";"P09";"G2";"2023-08-22";9671;645;"Delivered"
"S00002625";"SP01";"P09";"G4";"2023-10-03";115;6;"Delivered"
"S00002627";"SP01";"P09";"G4";"2023-04-26";8820;679;"Delivered"
"S00002628";"SP01";"P09";"G5";"2023-01-03";5312;313;"Delivered"
"S00002630";"SP01";"P09";"G5";"2023-12-11";17343;964;"Delivered"
"S00002631";"SP01";"P09";"G6";"2025-02-19";259;14;"Shipped"
"S00002634";"SP01";"P09";"G1";"2025-03-26";1620;116;"Placed"
"S00002639";"SP01";"P09";"G4";"2023-11-29";2358;148;"Delivered"
"S00002645";"SP01";"P09";"G6";"2024-10-16";2210;148;"Delivered"
"S00002667";"SP01";"P18";"G4";"2023-11-16";3382;141;"Delivered"
"S00002671";"SP01";"P18";"G5";"2023-02-27";3609;181;"Delivered"
"S00002673";"SP01";"P18";"G6";"2024-02-06";7211;301;"Delivered"
"S00002679";"SP01";"P18";"G2";"2024-07-30";9623;385;"Delivered"
"S00002681";"SP01";"P18";"G4";"2024-06-10";7090;338;"Delivered"
"S00002688";"SP01";"P14";"G1";"2023-10-12";1933;93;"Delivered"
"S00002697";"SP01";"P14";"G4";"2024-11-04";7468;288;"Delivered"
"S00002706";"SP01";"P14";"G2";"2023-11-03";7252;330;"Delivered"
"S00002710";"SP01";"P14";"G4";"2025-03-04";268;11;"Placed"
"S00002715";"SP01";"P14";"G6";"2024-10-21";6050;217;"Delivered"
"S00002717";"SP01";"P14";"G1";"2023-02-10";4120;188;"Delivered"
"S00002725";"SP01";"P14";"G4";"2023-01-04";5411;209;"Delivered"
"S00002727";"SP01";"P14";"G5";"2023-08-23";7679;334;"Delivered"
"S00002729";"SP01";"P14";"G6";"2023-03-28";560;25;"Delivered"
"S00002730";"SP01";"P14";"G1";"2023-05-19";1395;67;"Delivered"
"S00002742";"SP01";"P14";"G5";"2023-06-06";3348;129;"Delivered"
"S00002743";"SP01";"P14";"G6";"2024-06-21";6878;328;"Delivered"
"S00002744";"SP01";"P01";"G1";"2023-12-13";4291;172;"Delivered"
"S00002763";"SP01";"P01";"G2";"2023-09-21";1217;47;"Delivered"
"S00002766";"SP01";"P01";"G4";"2024-04-26";4840;255;"Delivered"
"S00002790";"SP01";"P01";"G2";"2024-10-22";11221;488;"Delivered"
"S00002796";"SP01";"P01";"G5";"2023-04-18";3681;161;"Delivered"
"S00002812";"SP01";"P06";"G5";"2024-04-08";7785;865;"Cancelled"
"S00002824";"SP01";"P06";"G5";"2025-01-21";12089;1100;"Shipped"
"S00002832";"SP01";"P06";"G2";"2024-01-05";13856;990;"Delivered"
"S00002833";"SP01";"P06";"G2";"2023-01-16";164;24;"Delivered"
"S00002836";"SP01";"P06";"G4";"2023-06-14";11664;1167;"Delivered"
"S00002842";"SP01";"P06";"G1";"2024-11-13";13257;1326;"Delivered"
"S00002853";"SP01";"P06";"G5";"2024-08-02";2684;245;"Delivered"
"S00002866";"SP01";"P19";"G5";"2023-05-15";11147;558;"Delivered"
"S00002873";"SP01";"P19";"G1";"2024-01-11";4894;245;"Delivered"
"S00002877";"SP01";"P19";"G4";"2024-11-07";3008;151;"Delivered"
"S00002879";"SP01";"P19";"G4";"2024-07-19";7621;305;"Delivered"
"S00002884";"SP01";"P19";"G1";"2023-02-16";3681;194;"Delivered"
"S00002887";"SP01";"P19";"G1";"2023-07-14";17314;722;"Delivered"
"S00002894";"SP01";"P19";"G5";"2025-02-05";1105;47;"Shipped"
"S00002896";"SP01";"P19";"G5";"2024-01-12";2414;101;"Delivered"
"S00002904";"SP01";"P19";"G3";"2024-01-02";7702;297;"Delivered"
"S00002908";"SP01";"P19";"G5";"2023-11-21";5315;242;"Delivered"
"S00002918";"SP01";"P19";"G3";"2024-06-05";5085;212;"Delivered"
"S00002921";"SP01";"P19";"G4";"2024-08-29";2988;115;"Delivered"
"S00002936";"SP01";"P15";"G5";"2023-01-23";3022;303;"Delivered"
"S00002944";"SP01";"P15";"G2";"2024-05-14";6233;446;"Delivered"
"S00002945";"SP01";"P15";"G2";"2024-01-03";2257;206;"Delivered"
"S00002947";"SP01";"P15";"G4";"2024-02-27";1289;93;"Delivered"
"S00002948";"SP01";"P15";"G4";"2024-12-10";3785;237;"Delivered"
"S00002956";"SP01";"P15";"G1";"2023-09-26";3051;278;"Delivered"
"S00002958";"SP01";"P15";"G2";"2024-02-05";3805;254;"Delivered"
"S00002964";"SP01";"P15";"G5";"2024-06-26";2725;228;"Delivered"
"S00002977";"SP01";"P15";"G4";"2025-02-10";401;45;"Shipped"
"S00002987";"SP01";"P15";"G2";"2023-02-08";1600;115;"Delivered"
"S00002991";"SP01";"P15";"G4";"2024-02-08";2648;190;"Delivered"
"S00002994";"SP01";"P15";"G5";"2023-06-16";7963;797;"Delivered"
"S00002995";"SP01";"P15";"G6";"2023-12-22";2381;159;"Delivered"
"S00002996";"SP01";"P11";"G1";"2023-10-30";164;13;"Delivered"
"S00002998";"SP01";"P11";"G1";"2023-04-13";3906;301;"Delivered"
"S00003000";"SP01";"P11";"G2";"2023-02-09";3600;515;"Delivered"
"S00003013";"SP01";"P11";"G1";"2024-11-18";1402;117;"Delivered"
"S00003020";"SP01";"P11";"G5";"2023-04-20";914;115;"Delivered"
"S00003028";"SP01";"P11";"G2";"2025-02-20";362;37;"Shipped"
"S00003037";"SP01";"P11";"G6";"2023-05-24";5614;802;"Delivered"
"S00003038";"SP01";"P11";"G1";"2023-11-03";13815;1382;"Delivered"
"S00003039";"SP01";"P11";"G1";"2023-08-24";1006;112;"Delivered"
"S00003061";"SP01";"P10";"G4";"2024-11-07";6678;446;"Delivered"
"S00003064";"SP01";"P10";"G5";"2024-06-19";4853;405;"Delivered"
"S00003066";"SP01";"P10";"G1";"2024-12-26";6116;383;"Cancelled"
"S00003075";"SP01";"P10";"G4";"2024-12-31";7641;403;"Delivered"
"S00003082";"SP01";"P10";"G1";"2025-01-06";6595;367;"Shipped"
"S00003085";"SP01";"P10";"G2";"2023-06-28";4363;312;"Delivered"
"S00003087";"SP01";"P10";"G4";"2023-12-13";5110;365;"Delivered"
"S00003093";"SP01";"P10";"G6";"2024-01-30";5600;467;"Cancelled"
"S00003111";"SP01";"P04";"G1";"2023-11-28";11471;396;"Delivered"
"S00003113";"SP01";"P04";"G2";"2023-04-21";17231;750;"Delivered"
"S00003137";"SP01";"P04";"G1";"2024-10-24";1188;48;"Delivered"
"S00003139";"SP01";"P04";"G1";"2024-01-11";11171;399;"Delivered"
"S00003141";"SP01";"P04";"G2";"2023-06-29";4896;213;"Cancelled"
"S00003142";"SP01";"P04";"G3";"2025-01-13";3263;142;"Shipped"
"S00003145";"SP01";"P04";"G4";"2023-04-26";1037;40;"Delivered"
"S00003155";"SP01";"P16";"G2";"2024-11-04";2320;97;"Delivered"
"S00003170";"SP01";"P16";"G3";"2024-10-08";4475;195;"Delivered"
"S00003184";"SP01";"P16";"G3";"2025-02-20";5753;274;"Shipped"
"S00003206";"SP01";"P16";"G1";"2024-03-05";9162;437;"Delivered"
"S00003211";"SP01";"P16";"G2";"2023-10-05";7884;316;"Delivered"
"S00003221";"SP01";"P16";"G1";"2024-01-18";1620;71;"Delivered"
"S00003247";"SP01";"P16";"G6";"2023-11-17";968;43;"Delivered"
"S00003257";"SP01";"P21";"G4";"2024-11-04";1049;48;"Delivered"
"S00003260";"SP01";"P21";"G5";"2023-08-09";11196;487;"Delivered"
"S00003262";"SP01";"P21";"G1";"2024-06-26";5519;307;"Delivered"
"S00003263";"SP01";"P21";"G1";"2024-12-09";3753;235;"Delivered"
"S00003291";"SP01";"P21";"G1";"2023-12-27";1647;83;"Delivered"
"S00003297";"SP01";"P21";"G4";"2023-03-30";1850;103;"Delivered"
"S00003312";"SP01";"P21";"G4";"2024-10-24";2111;106;"Delivered"
"S00003314";"SP01";"P21";"G5";"2024-01-01";4304;270;"Delivered"
"S00003337";"SP01";"P05";"G2";"2024-10-18";5054;195;"Delivered"
"S00003341";"SP01";"P05";"G4";"2024-04-24";6926;365;"Delivered"
"S00003367";"SP01";"P05";"G4";"2024-10-14";5078;268;"Delivered"
"S00003373";"SP01";"P05";"G6";"2023-08-15";4770;199;"Delivered"
"S00003375";"SP01";"P12";"G1";"2024-06-14";3083;124;"Delivered"
"S00003378";"SP01";"P12";"G2";"2024-12-26";10872;573;"Delivered"
"S00003388";"SP01";"P12";"G1";"2023-10-12";8438;469;"Delivered"
"S00003389";"SP01";"P12";"G1";"2024-02-02";9011;451;"Delivered"
"S00003394";"SP01";"P12";"G3";"2023-05-30";14731;614;"Cancelled"
"S00003397";"SP01";"P12";"G4";"2024-12-03";5897;311;"Delivered"
"S00003400";"SP01";"P12";"G5";"2023-09-28";5063;231;"Cancelled"
"S00003403";"SP01";"P12";"G1";"2023-04-20";13111;729;"Delivered"
"S00003410";"SP01";"P12";"G4";"2024-01-24";9344;492;"Delivered"
"S00003412";"SP01";"P12";"G5";"2023-11-01";4383;176;"Cancelled"
"S00003419";"SP01";"P03";"G1";"2024-02-05";5166;235;"Delivered"
"S00003434";"SP01";"P03";"G2";"2024-06-21";4205;248;"Delivered"
"S00003438";"SP01";"P03";"G4";"2025-01-27";1496;75;"Shipped"
"S00003445";"SP01";"P03";"G1";"2024-11-01";3564;149;"Delivered"
"S00003446";"SP01";"P03";"G1";"2023-07-28";2882;152;"Delivered"
"S00003449";"SP01";"P03";"G2";"2023-10-09";11513;606;"Delivered"
"S00003462";"SP01";"P03";"G2";"2023-09-28";2707;136;"Delivered"
"S00003475";"SP01";"P03";"G1";"2024-06-06";3632;192;"Delivered"
"S00003494";"SP01";"P03";"G4";"2023-01-13";4984;250;"Delivered"
"S00003500";"SP01";"P22";"G1";"2023-10-18";5171;173;"Delivered"
"S00003521";"SP01";"P22";"G4";"2024-11-19";6075;210;"Delivered"
"S00003525";"SP01";"P22";"G5";"2023-09-19";6865;229;"Delivered"
"S00003531";"SP01";"P22";"G1";"2023-11-30";3319;123;"Delivered"
"S00003535";"SP01";"P22";"G4";"2024-07-25";5940;238;"Delivered"
"S00003540";"SP01";"P22";"G5";"2023-10-13";342;15;"Delivered"
"S00003545";"SP01";"P22";"G1";"2024-07-15";2070;77;"Delivered"
"S00003547";"SP01";"P22";"G2";"2023-06-12";3902;135;"Delivered"
"S00003550";"SP01";"P22";"G4";"2024-11-12";403;13;"Delivered"
"S00003551";"SP01";"P22";"G4";"2023-11-08";12155;468;"Delivered"
"S00003555";"SP01";"P22";"G6";"2024-07-18";4977;172;"Delivered"
"S00003560";"SP01";"P22";"G2";"2023-11-30";2684;104;"Delivered"
"S00003568";"SP01";"P22";"G5";"2023-07-17";11151;385;"Cancelled"
"S00003575";"SP01";"P07";"G2";"2024-09-30";1184;66;"Delivered"
"S00003592";"SP01";"P07";"G4";"2023-11-17";8773;585;"Delivered"
"S00003605";"SP01";"P07";"G4";"2024-04-30";9153;763;"Delivered"
"S00003606";"SP01";"P07";"G4";"2024-11-12";2509;157;"Delivered"
"S00003619";"SP01";"P17";"G4";"2024-06-07";2545;95;"Delivered"
"S00003622";"SP01";"P17";"G5";"2023-08-18";1724;69;"Delivered"
"S00003625";"SP01";"P17";"G6";"2024-06-11";7085;254;"Delivered"
"S00003626";"SP01";"P17";"G1";"2025-02-12";13376;462;"Shipped"
"S00003641";"SP01";"P17";"G1";"2023-02-13";4172;174;"Delivered"
"S00003644";"SP01";"P17";"G2";"2023-07-26";8082;352;"Delivered"
"S00003650";"SP01";"P17";"G5";"2023-05-31";2493;114;"Cancelled"
"S00003658";"SP01";"P17";"G2";"2024-02-19";11052;503;"Delivered"
"S00003663";"SP01";"P17";"G4";"2024-10-17";4097;158;"Delivered"
"S00003686";"SP01";"P08";"G2";"2024-02-06";9374;782;"Delivered"
"S00003696";"SP01";"P08";"G1";"2024-10-23";3395;227;"Delivered"
"S00003708";"SP01";"P08";"G5";"2023-10-17";761;55;"Delivered"
"S00003713";"SP01";"P08";"G1";"2023-01-24";2565;184;"Delivered"
"S00003715";"SP01";"P08";"G2";"2024-09-20";3510;220;"Delivered"
"S00003716";"SP01";"P08";"G3";"2024-07-15";9200;767;"Delivered"
"S00003726";"SP01";"P08";"G1";"2025-01-30";3947;304;"Shipped"
"S00003728";"SP01";"P08";"G2";"2023-10-18";5688;474;"Delivered"
"S00003732";"SP01";"P08";"G4";"2023-11-20";1197;93;"Delivered"
"S00003750";"SP01";"P08";"G5";"2023-06-22";2678;268;"Delivered"
"S00003752";"SP01";"P08";"G1";"2024-09-23";7108;593;"Delivered"
"S00003754";"SP01";"P08";"G1";"2023-08-23";8208;821;"Delivered"
"S00003755";"SP01";"P08";"G1";"2024-03-05";3290;206;"Delivered"
"S00003756";"SP01";"P08";"G2";"2024-06-05";4345;395;"Delivered"
"S00003770";"SP01";"P13";"G2";"2024-11-05";7367;921;"Cancelled"
"S00003774";"SP01";"P13";"G4";"2024-12-19";545;61;"Delivered"
"S00003786";"SP01";"P13";"G3";"2023-12-19";5087;848;"Delivered"
"S00003787";"SP01";"P13";"G4";"2025-02-17";6660;1110;"Shipped"
"S00003795";"SP01";"P13";"G1";"2024-12-20";2106;264;"Delivered"
"S00003797";"SP01";"P13";"G1";"2024-01-19";9695;1386;"Delivered"
"S00003815";"SP01";"P13";"G4";"2023-12-15";1022;86;"Delivered"
"S00003820";"SP01";"P13";"G5";"2025-01-16";4743;475;"Shipped"
"S00003842";"SP01";"P02";"G3";"2024-10-17";6788;618;"Delivered"
"S00003859";"SP01";"P20";"G4";"2024-11-12";13700;1958;"Delivered"
"S00003867";"SP01";"P20";"G1";"2024-11-22";21956;2440;"Delivered"
"S00003892";"SP01";"P20";"G1";"2025-01-16";11081;1232;"Shipped"
"S00003895";"SP01";"P20";"G1";"2024-02-01";3931;437;"Delivered"
"S00003899";"SP01";"P20";"G4";"2023-10-25";7902;659;"Delivered"
"S00003903";"SP01";"P20";"G5";"2024-07-08";18457;1846;"Delivered"
"S00003905";"SP01";"P20";"G6";"2025-02-12";4892;445;"Shipped"
"S00003917";"SP01";"P20";"G5";"2023-10-05";2090;262;"Delivered"
"S00003919";"SP01";"P20";"G6";"2024-01-29";4120;515;"Delivered"
"S00003932";"SP01";"P20";"G5";"2023-11-29";2214;317;"Delivered"
"S00003937";"SP01";"P09";"G1";"2024-01-18";5447;303;"Cancelled"
"S00003941";"SP01";"P09";"G4";"2023-12-29";304;16;"Delivered"
"S00003946";"SP01";"P09";"G5";"2023-03-16";2675;192;"Delivered"
"S00003948";"SP01";"P09";"G1";"2023-06-26";8804;490;"Delivered"
"S00003958";"SP01";"P09";"G5";"2024-02-15";7634;546;"Delivered"
"S00003960";"SP01";"P09";"G5";"2023-08-15";1611;108;"Delivered"
"S00003969";"SP01";"P09";"G4";"2023-10-31";4734;237;"Delivered"
"S00004001";"SP01";"P18";"G5";"2023-07-28";4606;192;"Delivered"
"S00004004";"SP01";"P18";"G1";"2024-04-02";6777;283;"Delivered"
"S00004006";"SP01";"P18";"G1";"2023-07-26";4100;179;"Delivered"
"S00004007";"SP01";"P18";"G1";"2024-09-12";2817;157;"Delivered"
"S00004015";"SP01";"P18";"G5";"2024-04-18";6246;250;"Cancelled"
"S00004022";"SP01";"P18";"G2";"2024-01-29";7369;321;"Delivered"
"S00004039";"SP02";"P14";"G4";"2023-11-23";7511;289;"Delivered"
"S00004051";"SP02";"P14";"G2";"2024-01-09";2669;112;"Delivered"
"S00004058";"SP02";"P14";"G5";"2023-10-10";7110;324;"Delivered"
"S00004061";"SP02";"P14";"G1";"2023-02-08";3929;158;"Delivered"
"S00004077";"SP02";"P14";"G1";"2023-11-30";1076;49;"Delivered"
"S00004078";"SP02";"P14";"G2";"2023-08-14";9896;413;"Delivered"
"S00004079";"SP02";"P14";"G2";"2023-03-22";10249;367;"Delivered"
"S00004081";"SP02";"P14";"G4";"2024-09-19";3776;158;"Delivered"
"S00004082";"SP02";"P14";"G4";"2023-05-25";3215;147;"Delivered"
"S00004086";"SP02";"P14";"G5";"2023-06-01";83;3;"Delivered"
"S00004095";"SP02";"P01";"G4";"2023-12-14";482;22;"Delivered"
"S00004112";"SP02";"P01";"G5";"2023-10-25";1427;63;"Delivered"
"S00004120";"SP02";"P01";"G2";"2024-12-17";12980;565;"Delivered"
"S00004122";"SP02";"P01";"G3";"2023-11-20";4338;181;"Delivered"
"S00004123";"SP02";"P01";"G4";"2024-12-05";13995;700;"Delivered"
"S00004142";"SP02";"P01";"G5";"2024-11-26";13295;665;"Delivered"
"S00004145";"SP02";"P06";"G1";"2025-02-17";11124;1391;"Shipped"
"S00004147";"SP02";"P06";"G1";"2024-05-02";12643;904;"Delivered"
"S00004157";"SP02";"P06";"G6";"2024-01-18";8928;893;"Delivered"
"S00004179";"SP02";"P06";"G4";"2023-02-03";9437;787;"Delivered"
"S00004184";"SP02";"P06";"G5";"2024-05-03";11268;1409;"Delivered"
"S00004209";"SP02";"P19";"G4";"2024-02-06";5256;251;"Delivered"
"S00004223";"SP02";"P19";"G4";"2023-11-28";19937;907;"Delivered"
"S00004225";"SP02";"P19";"G5";"2023-12-26";3537;177;"Delivered"
"S00004229";"SP02";"P19";"G1";"2024-11-06";7754;311;"Delivered"
"S00004235";"SP02";"P19";"G4";"2023-04-26";4142;208;"Delivered"
"S00004246";"SP02";"P19";"G2";"2023-02-08";32;2;"Delivered"
"S00004253";"SP02";"P19";"G5";"2024-06-12";1211;56;"Delivered"
"S00004255";"SP02";"P19";"G6";"2024-02-07";4797;185;"Delivered"
"S00004259";"SP02";"P19";"G1";"2023-10-18";6554;313;"Delivered"
"S00004269";"SP02";"P19";"G6";"2023-01-10";11651;449;"Delivered"
"S00004277";"SP02";"P15";"G4";"2023-09-18";6239;694;"Cancelled"
"S00004280";"SP02";"P15";"G5";"2023-12-15";4718;394;"Delivered"
"S00004284";"SP02";"P15";"G1";"2023-06-06";203;14;"Delivered"
"S00004288";"SP02";"P15";"G2";"2024-08-21";4964;497;"Delivered"
"S00004289";"SP02";"P15";"G2";"2024-03-29";11570;1157;"Delivered"
"S00004293";"SP02";"P15";"G4";"2025-01-08";4336;362;"Shipped"
"S00004299";"SP02";"P15";"G1";"2025-02-11";7452;574;"Shipped"
"S00004305";"SP02";"P15";"G4";"2023-09-15";6622;552;"Delivered"
"S00004306";"SP02";"P15";"G4";"2023-11-03";9790;1088;"Delivered"
"S00004310";"SP02";"P15";"G5";"2024-02-16";2646;189;"Delivered"
"S00004312";"SP02";"P15";"G1";"2023-09-04";2333;156;"Delivered"
"S00004313";"SP02";"P15";"G1";"2024-07-29";6435;715;"Delivered"
"S00004324";"SP02";"P15";"G5";"2023-03-20";5893;492;"Delivered"
"S00004332";"SP02";"P15";"G3";"2024-10-21";3767;236;"Delivered"
"S00004335";"SP02";"P15";"G4";"2023-10-12";833;65;"Delivered"
"S00004337";"SP02";"P15";"G5";"2024-02-16";3159;226;"Delivered"
"S00004346";"SP02";"P11";"G3";"2024-07-03";10888;838;"Delivered"
"S00004348";"SP02";"P11";"G4";"2023-10-24";5769;641;"Delivered"
"S00004372";"SP02";"P11";"G2";"2024-08-13";1897;173;"Delivered"
"S00004381";"SP02";"P11";"G6";"2024-12-23";4752;594;"Delivered"
"S00004383";"SP02";"P11";"G1";"2023-12-19";2907;265;"Delivered"
"S00004393";"SP02";"P11";"G5";"2025-02-06";3461;347;"Shipped"
"S00004401";"SP02";"P10";"G2";"2024-12-20";8228;485;"Delivered"
"S00004404";"SP02";"P10";"G4";"2024-10-18";5931;330;"Delivered"
"S00004407";"SP02";"P10";"G5";"2024-11-12";3276;205;"Delivered"
"S00004410";"SP02";"P10";"G1";"2024-07-04";3335;278;"Delivered"
"S00004419";"SP02";"P10";"G4";"2023-07-28";6905;494;"Delivered"
"S00004431";"SP02";"P10";"G4";"2025-02-27";4165;298;"Shipped"
"S00004435";"SP02";"P10";"G5";"2023-05-01";1757;110;"Delivered"
"S00004436";"SP02";"P10";"G5";"2023-03-16";6262;330;"Delivered"
"S00004442";"SP02";"P04";"G2";"2025-01-31";11306;514;"Shipped"
"S00004456";"SP02";"P04";"G2";"2023-10-23";8325;321;"Delivered"
"S00004467";"SP02";"P04";"G1";"2023-12-28";7196;267;"Delivered"
"S00004475";"SP02";"P04";"G4";"2024-02-20";10211;393;"Delivered"
"S00004482";"SP02";"P04";"G1";"2023-10-23";10269;367;"Delivered"
"S00004483";"SP02";"P04";"G1";"2023-02-20";8278;377;"Delivered"
"S00004487";"SP02";"P04";"G4";"2024-06-14";5456;219;"Delivered"
"S00004491";"SP02";"P04";"G5";"2024-05-29";583;23;"Delivered"
"S00004497";"SP02";"P16";"G1";"2023-12-06";1501;76;"Delivered"
"S00004506";"SP02";"P16";"G5";"2025-02-20";614;31;"Cancelled"
"S00004522";"SP02";"P16";"G1";"2023-09-27";8939;373;"Delivered"
"S00004523";"SP02";"P16";"G1";"2023-07-12";14056;639;"Delivered"
"S00004524";"SP02";"P16";"G1";"2024-08-08";9160;399;"Delivered"
"S00004529";"SP02";"P16";"G4";"2023-08-04";14396;554;"Delivered"
"S00004532";"SP02";"P16";"G5";"2023-04-26";351;16;"Delivered"
"S00004546";"SP02";"P16";"G5";"2023-12-27";4289;187;"Delivered"
"S00004563";"SP02";"P16";"G6";"2024-12-26";470;22;"Delivered"
"S00004577";"SP02";"P16";"G6";"2023-10-31";3400;142;"Delivered"
"S00004578";"SP02";"P16";"G1";"2024-01-15";5528;205;"Delivered"
